month,node_name,item,value
2026-01,DAD_COLD_DC,initial_inventory,0

# imports (lumpy arrivals: 3 big airlifts)
2026-01,DAD_COLD_DC,import_supply,0
2026-02,DAD_COLD_DC,import_supply,0
2026-03,DAD_COLD_DC,import_supply,320
2026-04,DAD_COLD_DC,import_supply,0
2026-05,DAD_COLD_DC,import_supply,280
2026-06,DAD_COLD_DC,import_supply,0
2026-07,DAD_COLD_DC,import_supply,260
2026-08,DAD_COLD_DC,import_supply,0
2026-09,DAD_COLD_DC,import_supply,0
2026-10,DAD_COLD_DC,import_supply,0
2026-11,DAD_COLD_DC,import_supply,0
2026-12,DAD_COLD_DC,import_supply,0
2027-01,DAD_COLD_DC,import_supply,0
2027-02,DAD_COLD_DC,import_supply,0
2027-03,DAD_COLD_DC,import_supply,0
2027-04,DAD_COLD_DC,import_supply,0
2027-05,DAD_COLD_DC,import_supply,0
2027-06,DAD_COLD_DC,import_supply,0
2027-07,DAD_COLD_DC,import_supply,0
2027-08,DAD_COLD_DC,import_supply,0
2027-09,DAD_COLD_DC,import_supply,0
2027-10,DAD_COLD_DC,import_supply,0
2027-11,DAD_COLD_DC,import_supply,0
2027-12,DAD_COLD_DC,import_supply,0

# demand (moderate but persistent)
2026-01,MKT_HOSP,demand,60
2026-02,MKT_HOSP,demand,70
2026-03,MKT_HOSP,demand,90
2026-04,MKT_HOSP,demand,110
2026-05,MKT_HOSP,demand,120
2026-06,MKT_HOSP,demand,120
2026-07,MKT_HOSP,demand,110
2026-08,MKT_HOSP,demand,100
2026-09,MKT_HOSP,demand,90
2026-10,MKT_HOSP,demand,80
2026-11,MKT_HOSP,demand,70
2026-12,MKT_HOSP,demand,60
2027-01,MKT_HOSP,demand,55
2027-02,MKT_HOSP,demand,55
2027-03,MKT_HOSP,demand,55
2027-04,MKT_HOSP,demand,55
2027-05,MKT_HOSP,demand,55
2027-06,MKT_HOSP,demand,55
2027-07,MKT_HOSP,demand,55
2027-08,MKT_HOSP,demand,55
2027-09,MKT_HOSP,demand,55
2027-10,MKT_HOSP,demand,55
2027-11,MKT_HOSP,demand,55
2027-12,MKT_HOSP,demand,55

# vaccination capacity (fast enough; storage becomes the bottleneck)
2026-01,MKT_HOSP,vaccination_capacity,40
2026-02,MKT_HOSP,vaccination_capacity,60
2026-03,MKT_HOSP,vaccination_capacity,90
2026-04,MKT_HOSP,vaccination_capacity,120
2026-05,MKT_HOSP,vaccination_capacity,140
2026-06,MKT_HOSP,vaccination_capacity,140
2026-07,MKT_HOSP,vaccination_capacity,140
2026-08,MKT_HOSP,vaccination_capacity,140
2026-09,MKT_HOSP,vaccination_capacity,140
2026-10,MKT_HOSP,vaccination_capacity,140
2026-11,MKT_HOSP,vaccination_capacity,140
2026-12,MKT_HOSP,vaccination_capacity,140
2027-01,MKT_HOSP,vaccination_capacity,140
2027-02,MKT_HOSP,vaccination_capacity,140
2027-03,MKT_HOSP,vaccination_capacity,140
2027-04,MKT_HOSP,vaccination_capacity,140
2027-05,MKT_HOSP,vaccination_capacity,140
2027-06,MKT_HOSP,vaccination_capacity,140
2027-07,MKT_HOSP,vaccination_capacity,140
2027-08,MKT_HOSP,vaccination_capacity,140
2027-09,MKT_HOSP,vaccination_capacity,140
2027-10,MKT_HOSP,vaccination_capacity,140
2027-11,MKT_HOSP,vaccination_capacity,140
2027-12,MKT_HOSP,vaccination_capacity,140
