month,node_name,item,value
2025-01,DAD_RICE,initial_inventory,1000
2025-01,MKT_RICE,demand,100
2025-02,MKT_RICE,demand,100
2025-03,MKT_RICE,demand,100
2025-04,MKT_RICE,demand,99
2025-05,MKT_RICE,demand,99
2025-06,MKT_RICE,demand,99
2025-07,MKT_RICE,demand,99
2025-08,MKT_RICE,demand,98
2025-09,MKT_RICE,demand,98
2025-10,MKT_RICE,demand,98
2025-11,MKT_RICE,demand,98
2025-12,MKT_RICE,demand,97
2026-01,MKT_RICE,demand,97
2026-02,MKT_RICE,demand,97
2026-03,MKT_RICE,demand,97
2026-04,MKT_RICE,demand,96
2026-05,MKT_RICE,demand,96
2026-06,MKT_RICE,demand,96
2026-07,MKT_RICE,demand,96
2026-08,MKT_RICE,demand,96
2026-09,MKT_RICE,demand,96
2026-10,MKT_RICE,demand,96
2026-11,MKT_RICE,demand,96
2026-12,MKT_RICE,demand,96
2025-01,MOM_RICE,production,0
2025-02,MOM_RICE,production,0
2025-03,MOM_RICE,production,0
2025-04,MOM_RICE,production,0
2025-05,MOM_RICE,production,0
2025-06,MOM_RICE,production,0
2025-07,MOM_RICE,production,0
2025-08,MOM_RICE,production,0
2025-09,MOM_RICE,production,600
2025-10,MOM_RICE,production,400
2025-11,MOM_RICE,production,0
2025-12,MOM_RICE,production,0
2026-01,MOM_RICE,production,0
2026-02,MOM_RICE,production,0
2026-03,MOM_RICE,production,0
2026-04,MOM_RICE,production,0
2026-05,MOM_RICE,production,0
2026-06,MOM_RICE,production,0
2026-07,MOM_RICE,production,0
2026-08,MOM_RICE,production,0
2026-09,MOM_RICE,production,580
2026-10,MOM_RICE,production,380
2026-11,MOM_RICE,production,0
2026-12,MOM_RICE,production,0
2025-01,MOM_RICE,capacity,0
2025-02,MOM_RICE,capacity,0
2025-03,MOM_RICE,capacity,0
2025-04,MOM_RICE,capacity,0
2025-05,MOM_RICE,capacity,0
2025-06,MOM_RICE,capacity,0
2025-07,MOM_RICE,capacity,0
2025-08,MOM_RICE,capacity,0
2025-09,MOM_RICE,capacity,650
2025-10,MOM_RICE,capacity,450
2025-11,MOM_RICE,capacity,0
2025-12,MOM_RICE,capacity,0
2026-01,MOM_RICE,capacity,0
2026-02,MOM_RICE,capacity,0
2026-03,MOM_RICE,capacity,0
2026-04,MOM_RICE,capacity,0
2026-05,MOM_RICE,capacity,0
2026-06,MOM_RICE,capacity,0
2026-07,MOM_RICE,capacity,0
2026-08,MOM_RICE,capacity,0
2026-09,MOM_RICE,capacity,630
2026-10,MOM_RICE,capacity,430
2026-11,MOM_RICE,capacity,0
2026-12,MOM_RICE,capacity,0
