product_name,node_name,iso_year,iso_week,value,lot_size,S_lot,lot_id_list
CAL_RICE_1,CS_CAL,2024,22,20.0,10,2,"['CS_CAL-CAL_RICE_1-2024220001', 'CS_CAL-CAL_RICE_1-2024220002']"
CAL_RICE_1,CS_CAL,2024,23,70.0,10,7,"['CS_CAL-CAL_RICE_1-2024230001', 'CS_CAL-CAL_RICE_1-2024230002', 'CS_CAL-CAL_RICE_1-2024230003', 'CS_CAL-CAL_RICE_1-2024230004', 'CS_CAL-CAL_RICE_1-2024230005', 'CS_CAL-CAL_RICE_1-2024230006', 'CS_CAL-CAL_RICE_1-2024230007']"
CAL_RICE_1,CS_CAL,2024,24,70.0,10,7,"['CS_CAL-CAL_RICE_1-2024240001', 'CS_CAL-CAL_RICE_1-2024240002', 'CS_CAL-CAL_RICE_1-2024240003', 'CS_CAL-CAL_RICE_1-2024240004', 'CS_CAL-CAL_RICE_1-2024240005', 'CS_CAL-CAL_RICE_1-2024240006', 'CS_CAL-CAL_RICE_1-2024240007']"
CAL_RICE_1,CS_CAL,2024,25,70.0,10,7,"['CS_CAL-CAL_RICE_1-2024250001', 'CS_CAL-CAL_RICE_1-2024250002', 'CS_CAL-CAL_RICE_1-2024250003', 'CS_CAL-CAL_RICE_1-2024250004', 'CS_CAL-CAL_RICE_1-2024250005', 'CS_CAL-CAL_RICE_1-2024250006', 'CS_CAL-CAL_RICE_1-2024250007']"
CAL_RICE_1,CS_CAL,2024,26,70.0,10,7,"['CS_CAL-CAL_RICE_1-2024260001', 'CS_CAL-CAL_RICE_1-2024260002', 'CS_CAL-CAL_RICE_1-2024260003', 'CS_CAL-CAL_RICE_1-2024260004', 'CS_CAL-CAL_RICE_1-2024260005', 'CS_CAL-CAL_RICE_1-2024260006', 'CS_CAL-CAL_RICE_1-2024260007']"
CAL_RICE_1,CS_CAL,2024,27,70.0,10,7,"['CS_CAL-CAL_RICE_1-2024270001', 'CS_CAL-CAL_RICE_1-2024270002', 'CS_CAL-CAL_RICE_1-2024270003', 'CS_CAL-CAL_RICE_1-2024270004', 'CS_CAL-CAL_RICE_1-2024270005', 'CS_CAL-CAL_RICE_1-2024270006', 'CS_CAL-CAL_RICE_1-2024270007']"
CAL_RICE_1,CS_CAL,2024,28,70.0,10,7,"['CS_CAL-CAL_RICE_1-2024280001', 'CS_CAL-CAL_RICE_1-2024280002', 'CS_CAL-CAL_RICE_1-2024280003', 'CS_CAL-CAL_RICE_1-2024280004', 'CS_CAL-CAL_RICE_1-2024280005', 'CS_CAL-CAL_RICE_1-2024280006', 'CS_CAL-CAL_RICE_1-2024280007']"
CAL_RICE_1,CS_CAL,2024,29,70.0,10,7,"['CS_CAL-CAL_RICE_1-2024290001', 'CS_CAL-CAL_RICE_1-2024290002', 'CS_CAL-CAL_RICE_1-2024290003', 'CS_CAL-CAL_RICE_1-2024290004', 'CS_CAL-CAL_RICE_1-2024290005', 'CS_CAL-CAL_RICE_1-2024290006', 'CS_CAL-CAL_RICE_1-2024290007']"
CAL_RICE_1,CS_CAL,2024,30,70.0,10,7,"['CS_CAL-CAL_RICE_1-2024300001', 'CS_CAL-CAL_RICE_1-2024300002', 'CS_CAL-CAL_RICE_1-2024300003', 'CS_CAL-CAL_RICE_1-2024300004', 'CS_CAL-CAL_RICE_1-2024300005', 'CS_CAL-CAL_RICE_1-2024300006', 'CS_CAL-CAL_RICE_1-2024300007']"
CAL_RICE_1,CS_CAL,2024,31,70.0,10,7,"['CS_CAL-CAL_RICE_1-2024310001', 'CS_CAL-CAL_RICE_1-2024310002', 'CS_CAL-CAL_RICE_1-2024310003', 'CS_CAL-CAL_RICE_1-2024310004', 'CS_CAL-CAL_RICE_1-2024310005', 'CS_CAL-CAL_RICE_1-2024310006', 'CS_CAL-CAL_RICE_1-2024310007']"
