month,node_name,item,value
2025-01,MKT_PHONE,demand,50
2025-02,MKT_PHONE,demand,50
2025-03,MKT_PHONE,demand,60
2025-04,MKT_PHONE,demand,90
2025-05,MKT_PHONE,demand,130
2025-06,MKT_PHONE,demand,190
2025-07,MKT_PHONE,demand,260
2025-08,MKT_PHONE,demand,320
2025-09,MKT_PHONE,demand,300
2025-10,MKT_PHONE,demand,250
2025-11,MKT_PHONE,demand,210
2025-12,MKT_PHONE,demand,170
2026-01,MKT_PHONE,demand,130
2026-02,MKT_PHONE,demand,100
2026-03,MKT_PHONE,demand,80
2026-04,MKT_PHONE,demand,70
2026-05,MKT_PHONE,demand,60
2026-06,MKT_PHONE,demand,50

2025-01,MOM_PHONE,production,160
2025-02,MOM_PHONE,production,170
2025-03,MOM_PHONE,production,180
2025-04,MOM_PHONE,production,190
2025-05,MOM_PHONE,production,200
2025-06,MOM_PHONE,production,210
2025-07,MOM_PHONE,production,220
2025-08,MOM_PHONE,production,220
2025-09,MOM_PHONE,production,210
2025-10,MOM_PHONE,production,200
2025-11,MOM_PHONE,production,190
2025-12,MOM_PHONE,production,180
2026-01,MOM_PHONE,production,160
2026-02,MOM_PHONE,production,140
2026-03,MOM_PHONE,production,120
2026-04,MOM_PHONE,production,110
2026-05,MOM_PHONE,production,100
2026-06,MOM_PHONE,production,90

2025-01,MOM_PHONE,capacity,230
2025-02,MOM_PHONE,capacity,230
2025-03,MOM_PHONE,capacity,230
2025-04,MOM_PHONE,capacity,230
2025-05,MOM_PHONE,capacity,230
2025-06,MOM_PHONE,capacity,230
2025-07,MOM_PHONE,capacity,230
2025-08,MOM_PHONE,capacity,230
2025-09,MOM_PHONE,capacity,230
2025-10,MOM_PHONE,capacity,230
2025-11,MOM_PHONE,capacity,230
2025-12,MOM_PHONE,capacity,230
2026-01,MOM_PHONE,capacity,230
2026-02,MOM_PHONE,capacity,230
2026-03,MOM_PHONE,capacity,230
2026-04,MOM_PHONE,capacity,230
2026-05,MOM_PHONE,capacity,230
2026-06,MOM_PHONE,capacity,230

2025-01,DAD_PHONE,initial_inventory,220
